code,name,element_type,category,difficulty,base_points,duration_seconds,skip_unlock_rule,proof_required,validation_mode,can_be_fake,can_appear_in_reserve,player_display_text,ui_tag_1,ui_tag_2,success_button_label,failure_button_label,is_active
faire_parler_de_lorganisation,Faire parler de l’organisation,mission,conversation,1,1,300,one_third,False,auto,True,True,Faire parler de l’organisation,parole,soirée,Réussi,Raté,True
faire_parler_de_la_surprise,Faire parler de la surprise,mission,conversation,1,1,300,one_third,False,auto,True,True,Faire parler de la surprise,parole,soirée,Réussi,Raté,True
faire_raconter_pourquoi_cette_tenue,Faire raconter pourquoi cette tenue,mission,conversation,1,1,300,one_third,False,auto,True,True,Faire raconter pourquoi cette tenue,parole,look,Réussi,Raté,True
faire_raconter_comment_elle_a_ete_choisie,Faire raconter comment elle a été choisie,mission,conversation,1,1,300,one_third,False,auto,True,True,Faire raconter comment elle a été choisie,parole,look,Réussi,Raté,True
faire_raconter_ce_qui_a_ete_le_plus_difficile_a_trouver,Faire raconter ce qui a été le plus difficile à trouver,mission,conversation,1,1,300,one_third,False,auto,True,True,Faire raconter ce qui a été le plus difficile à trouver,parole,look,Réussi,Raté,True
faire_parler_de_la_strategie_au_beer_pong,Faire parler de la stratégie au beer pong,mission,conversation,1,1,300,one_third,False,auto,True,True,Faire parler de la stratégie au beer pong,parole,jeu,Réussi,Raté,True
faire_parler_des_equipes_au_beer_pong,Faire parler des équipes au beer pong,mission,conversation,1,1,300,one_third,False,auto,True,True,Faire parler des équipes au beer pong,parole,jeu,Réussi,Raté,True
faire_parler_du_niveau_de_jeu_au_beer_pong,Faire parler du niveau de jeu au beer pong,mission,conversation,1,1,300,one_third,False,auto,True,True,Faire parler du niveau de jeu au beer pong,parole,jeu,Réussi,Raté,True
faire_accuser_andy_de_cacher_quelque_chose,Faire accuser Andy de cacher quelque chose,mission,suspicion,3,5,600,one_half,False,auto,True,True,Faire accuser Andy de cacher quelque chose,soupçon,cible,Réussi,Raté,True
faire_accuser_greg_detre_un_peu_suspect,Faire accuser Greg d’être un peu suspect,mission,suspicion,3,5,600,one_half,False,auto,True,True,Faire accuser Greg d’être un peu suspect,soupçon,cible,Réussi,Raté,True
faire_accuser_lucas_de_surveiller_les_autres,Faire accuser Lucas de surveiller les autres,mission,suspicion,3,5,600,one_half,False,auto,True,True,Faire accuser Lucas de surveiller les autres,soupçon,cible,Réussi,Raté,True
faire_croire_quune_phrase_entendue_etait_bizarre,Faire croire qu’une phrase entendue était bizarre,mission,suspicion,3,5,600,one_half,False,auto,True,True,Faire croire qu’une phrase entendue était bizarre,soupçon,lecture,Réussi,Raté,True
faire_croire_quune_reaction_etait_etrange,Faire croire qu’une réaction était étrange,mission,suspicion,3,5,600,one_half,False,auto,True,True,Faire croire qu’une réaction était étrange,soupçon,lecture,Réussi,Raté,True
faire_croire_quun_regard_etait_suspect,Faire croire qu’un regard était suspect,mission,suspicion,3,5,600,one_half,False,auto,True,True,Faire croire qu’un regard était suspect,soupçon,lecture,Réussi,Raté,True
rendre_juliette_suspecte_aux_yeux_de_greg_et_lou,Rendre Juliette suspecte aux yeux de Greg et Lou,mission,suspicion,3,5,600,one_half,False,auto,True,True,Rendre Juliette suspecte aux yeux de Greg et Lou,soupçon,groupe,Réussi,Raté,True
rendre_lucas_suspect_aux_yeux_de_fanny_et_chloe,Rendre Lucas suspect aux yeux de Fanny et Chloé,mission,suspicion,3,5,600,one_half,False,auto,True,True,Rendre Lucas suspect aux yeux de Fanny et Chloé,soupçon,groupe,Réussi,Raté,True
faire_dire_quil_a_remarque_un_comportement_etrange,Faire dire qu’il a remarqué un comportement étrange,mission,suspicion,2,3,420,one_half,False,auto,True,True,Faire dire qu’il a remarqué un comportement étrange,soupçon,lecture,Réussi,Raté,True
faire_dire_quil_a_remarque_un_regard_bizarre,Faire dire qu’il a remarqué un regard bizarre,mission,suspicion,2,3,420,one_half,False,auto,True,True,Faire dire qu’il a remarqué un regard bizarre,soupçon,lecture,Réussi,Raté,True
faire_dire_quil_a_remarque_une_reaction_suspecte,Faire dire qu’il a remarqué une réaction suspecte,mission,suspicion,2,3,420,one_half,False,auto,True,True,Faire dire qu’il a remarqué une réaction suspecte,soupçon,lecture,Réussi,Raté,True
faire_dire_quil_doute_de_greg,Faire dire qu’il doute de Greg,mission,suspicion,2,3,420,one_half,False,auto,True,True,Faire dire qu’il doute de Greg,soupçon,cible,Réussi,Raté,True
faire_dire_quil_doute_de_lucas,Faire dire qu’il doute de Lucas,mission,suspicion,2,3,420,one_half,False,auto,True,True,Faire dire qu’il doute de Lucas,soupçon,cible,Réussi,Raté,True
faire_dire_quil_doute_de_andy,Faire dire qu’il doute de Andy,mission,suspicion,2,3,420,one_half,False,auto,True,True,Faire dire qu’il doute de Andy,soupçon,cible,Réussi,Raté,True
faire_dire_quandy_ment,Faire dire qu’Andy ment,mission,suspicion,3,5,600,one_half,False,auto,True,True,Faire dire qu’Andy ment,soupçon,cible,Réussi,Raté,True
faire_dire_que_greg_ment,Faire dire que Greg ment,mission,suspicion,3,5,600,one_half,False,auto,True,True,Faire dire que Greg ment,soupçon,cible,Réussi,Raté,True
faire_dire_que_lucas_ment,Faire dire que Lucas ment,mission,suspicion,3,5,600,one_half,False,auto,True,True,Faire dire que Lucas ment,soupçon,cible,Réussi,Raté,True
faire_dire_quil_nest_pas_sur_de_juliette,Faire dire qu’il n’est pas sûr de Juliette,mission,suspicion,2,3,420,one_half,False,auto,True,True,Faire dire qu’il n’est pas sûr de Juliette,soupçon,cible,Réussi,Raté,True
faire_dire_quil_nest_pas_sur_de_lou,Faire dire qu’il n’est pas sûr de Lou,mission,suspicion,2,3,420,one_half,False,auto,True,True,Faire dire qu’il n’est pas sûr de Lou,soupçon,cible,Réussi,Raté,True
faire_dire_quil_nest_pas_sur_de_chloe,Faire dire qu’il n’est pas sûr de Chloé,mission,suspicion,2,3,420,one_half,False,auto,True,True,Faire dire qu’il n’est pas sûr de Chloé,soupçon,cible,Réussi,Raté,True
faire_dire_quil_pense_avoir_ete_manipule,Faire dire qu’il pense avoir été manipulé,mission,suspicion,3,5,600,one_half,False,auto,True,True,Faire dire qu’il pense avoir été manipulé,soupçon,lecture,Réussi,Raté,True
faire_dire_quil_sest_fait_avoir,Faire dire qu’il s’est fait avoir,mission,suspicion,3,5,600,one_half,False,auto,True,True,Faire dire qu’il s’est fait avoir,soupçon,lecture,Réussi,Raté,True
faire_dire_quil_se_mefie_de_greg,Faire dire qu’il se méfie de Greg,mission,suspicion,3,5,600,one_half,False,auto,True,True,Faire dire qu’il se méfie de Greg,soupçon,cible,Réussi,Raté,True
faire_dire_quil_se_mefie_de_lucas,Faire dire qu’il se méfie de Lucas,mission,suspicion,3,5,600,one_half,False,auto,True,True,Faire dire qu’il se méfie de Lucas,soupçon,cible,Réussi,Raté,True
faire_dire_quil_se_mefie_de_andy,Faire dire qu’il se méfie de Andy,mission,suspicion,3,5,600,one_half,False,auto,True,True,Faire dire qu’il se méfie de Andy,soupçon,cible,Réussi,Raté,True
faire_croire_que_lucas_a_une_contrainte_a_chloe,Faire croire que Lucas a une contrainte à Chloé,mission,suspicion,3,5,600,one_half,False,auto,True,True,Faire croire que Lucas a une contrainte à Chloé,soupçon,cible,Réussi,Raté,True
faire_croire_que_greg_a_une_contrainte_a_lou,Faire croire que Greg a une contrainte à Lou,mission,suspicion,3,5,600,one_half,False,auto,True,True,Faire croire que Greg a une contrainte à Lou,soupçon,cible,Réussi,Raté,True
se_faire_demander_tu_caches_quelque_chose,Se faire demander “tu caches quelque chose ?”,mission,suspicion,3,5,600,one_half,False,auto,True,True,Se faire demander “tu caches quelque chose ?”,soupçon,réaction,Réussi,Raté,True
se_faire_demander_tu_joues_un_double_jeu,Se faire demander “tu joues un double jeu ?”,mission,suspicion,3,5,600,one_half,False,auto,True,True,Se faire demander “tu joues un double jeu ?”,soupçon,réaction,Réussi,Raté,True
faire_dire_je_fais_attention,Faire dire “je fais attention”,mission,suspicion,3,5,600,one_half,False,auto,True,True,Faire dire “je fais attention”,soupçon,lecture,Réussi,Raté,True
faire_dire_je_me_mefie,Faire dire “je me méfie”,mission,suspicion,3,5,600,one_half,False,auto,True,True,Faire dire “je me méfie”,soupçon,lecture,Réussi,Raté,True
faire_dire_je_surveille_un_peu_tout_le_monde,Faire dire “je surveille un peu tout le monde”,mission,suspicion,3,5,600,one_half,False,auto,True,True,Faire dire “je surveille un peu tout le monde”,soupçon,lecture,Réussi,Raté,True
faire_se_justifier_quelquun_sur_le_choix_de_sa_tenue,Faire se justifier quelqu’un sur le choix de sa tenue,mission,conversation,2,3,420,one_half,False,auto,True,True,Faire se justifier quelqu’un sur le choix de sa tenue,parole,justification,Réussi,Raté,True
faire_se_defendre_quelquun_apres_une_remarque_legere_sur_son_masque_ou_sa_tenue,Faire se défendre quelqu’un après une remarque légère sur son masque ou sa tenue,mission,conversation,2,3,420,one_half,False,auto,True,True,Faire se défendre quelqu’un après une remarque légère sur son masque ou sa tenue,parole,défense,Réussi,Raté,True
faire_soutenir_ton_idee_de_faire_une_photo_de_groupe_devant_au_moins_2_personnes,Faire soutenir ton idée de faire une photo de groupe devant au moins 2 personnes,mission,manipulation,2,3,420,one_half,False,auto,True,True,Faire soutenir ton idée de faire une photo de groupe devant au moins 2 personnes,influence,photo,Réussi,Raté,True
faire_changer_la_conversation_de_la_deco_vers_les_photos,Faire changer la conversation de la déco vers les photos,mission,manipulation,2,3,420,one_half,False,auto,True,True,Faire changer la conversation de la déco vers les photos,influence,conversation,Réussi,Raté,True
faire_recommander_une_boisson_a_un_autre_invite,Faire recommander une boisson à un autre invité,mission,conversation,1,1,300,one_third,False,auto,True,True,Faire recommander une boisson à un autre invité,parole,boisson,Réussi,Raté,True
faire_dire_dun_invite_quil_est_un_peu_suspect,Faire dire d’un invité qu’il est “un peu suspect”,mission,suspicion,3,5,600,one_half,False,auto,True,True,Faire dire d’un invité qu’il est “un peu suspect”,soupçon,phrase,Réussi,Raté,True
faire_regarder_au_moins_2_personnes_vers_une_meme_cible_pendant_quelques_secondes,Faire regarder au moins 2 personnes vers une même cible pendant quelques secondes,mission,manipulation,2,3,420,one_half,False,auto,True,True,Faire regarder au moins 2 personnes vers une même cible pendant quelques secondes,influence,attention,Réussi,Raté,True
faire_croire_quune_reaction_de_quelquun_etait_etrange,Faire croire qu’une réaction de quelqu’un était étrange,mission,suspicion,3,5,600,one_half,False,auto,True,True,Faire croire qu’une réaction de quelqu’un était étrange,soupçon,lecture,Réussi,Raté,True
faire_entendre_a_deux_invites_quune_meme_personne_agit_bizarrement_puis_obtenir_un_signe_verbal_de_doute,"Faire entendre à deux invités qu’une même personne agit bizarrement, puis obtenir un signe verbal de doute",mission,suspicion,3,5,600,one_half,False,auto,True,True,"Faire entendre à deux invités qu’une même personne agit bizarrement, puis obtenir un signe verbal de doute",soupçon,groupe,Réussi,Raté,True
faire_dire_a_quelquun_je_ne_suis_plus_sur,Faire dire à quelqu’un “je ne suis plus sûr”,mission,manipulation,3,5,600,one_half,False,auto,True,True,Faire dire à quelqu’un “je ne suis plus sûr”,influence,doute,Réussi,Raté,True
faire_faire_a_quelquun_la_remarque_quun_autre_invite_a_surement_une_contrainte,Faire faire à quelqu’un la remarque qu’un autre invité “a sûrement une contrainte”,mission,suspicion,3,5,600,one_half,False,auto,True,True,Faire faire à quelqu’un la remarque qu’un autre invité “a sûrement une contrainte”,soupçon,contrainte,Réussi,Raté,True
faire_quune_personne_change_de_ton_de_posture_ou_de_regard_apres_setre_sentie_observee,"Faire qu’une personne change de ton, de posture ou de regard après s’être sentie observée",mission,manipulation,3,5,600,one_half,False,auto,True,True,"Faire qu’une personne change de ton, de posture ou de regard après s’être sentie observée",influence,comportement,Réussi,Raté,True
faire_croire_que_tu_veux_prendre_une_photo_alors_que_tu_veux_obtenir_une_phrase,"Faire croire que tu veux prendre une photo, alors que tu veux obtenir une phrase",mission,bluff,2,3,420,one_half,False,auto,True,True,"Faire croire que tu veux prendre une photo, alors que tu veux obtenir une phrase",bluff,dissimulation,Réussi,Raté,True
faire_croire_que_tu_tinteresses_a_une_personne_alors_que_ta_vraie_cible_est_une_autre,"Faire croire que tu t’intéresses à une personne, alors que ta vraie cible est une autre",mission,bluff,3,5,600,one_half,False,auto,True,True,"Faire croire que tu t’intéresses à une personne, alors que ta vraie cible est une autre",bluff,dissimulation,Réussi,Raté,True
faire_entendre_a_un_invite_que_ton_comportement_est_bizarre_ou_controle,Faire entendre à un invité que ton comportement est “bizarre” ou “contrôlé”,mission,bluff,3,5,600,one_half,False,auto,True,True,Faire entendre à un invité que ton comportement est “bizarre” ou “contrôlé”,bluff,réaction,Réussi,Raté,True
faire_dire_a_quelquun_ce_quil_pense_etre_ta_mission,Faire dire à quelqu’un ce qu’il pense être ta mission,mission,bluff,3,5,600,one_half,False,auto,True,True,Faire dire à quelqu’un ce qu’il pense être ta mission,bluff,lecture,Réussi,Raté,True
faire_croire_quune_mission_a_compte_alors_quelle_ne_comptait_pas,Faire croire qu’une mission a compté alors qu’elle ne comptait pas,mission,bluff,3,5,600,one_half,False,auto,True,True,Faire croire qu’une mission a compté alors qu’elle ne comptait pas,bluff,méta,Réussi,Raté,True
reussir_une_mission_avec_une_photo_discrete_montrant_clairement_la_cible_et_laction,Réussir une mission avec une photo discrète montrant clairement la cible et l’action,mission,proof,3,5,600,one_half,True,proof,False,False,Réussir une mission avec une photo discrète montrant clairement la cible et l’action,preuve,média,Réussi,Raté,False
reussir_avec_une_personne_en_noir,Réussir avec une personne en noir,mission,other,1,1,300,one_third,False,auto,False,False,Réussir avec une personne en noir,bonus,condition,Réussi,Raté,False
reussir_avec_une_personne_en_bordeaux,Réussir avec une personne en bordeaux,mission,other,1,1,300,one_third,False,auto,False,False,Réussir avec une personne en bordeaux,bonus,condition,Réussi,Raté,False
reussir_avec_une_personne_masquee,Réussir avec une personne masquée,mission,other,1,1,300,one_third,False,auto,False,False,Réussir avec une personne masquée,bonus,condition,Réussi,Raté,False
reussir_avec_une_personne_sans_masque,Réussir avec une personne sans masque,mission,other,1,1,300,one_third,False,auto,False,False,Réussir avec une personne sans masque,bonus,condition,Réussi,Raté,False
reussir_avec_une_personne_portant_un_accessoire_de_tete,Réussir avec une personne portant un accessoire de tête,mission,other,1,1,300,one_third,False,auto,False,False,Réussir avec une personne portant un accessoire de tête,bonus,condition,Réussi,Raté,False
reussir_avec_une_personne_tenant_un_verre,Réussir avec une personne tenant un verre,mission,other,1,1,300,one_third,False,auto,False,False,Réussir avec une personne tenant un verre,bonus,condition,Réussi,Raté,False
reussir_avec_une_personne_assise_depuis_longtemps,Réussir avec une personne assise depuis longtemps,mission,other,2,3,420,one_half,False,auto,False,False,Réussir avec une personne assise depuis longtemps,bonus,condition,Réussi,Raté,False
reussir_avec_une_personne_debout,Réussir avec une personne debout,mission,other,1,1,300,one_third,False,auto,False,False,Réussir avec une personne debout,bonus,condition,Réussi,Raté,False
reussir_avec_une_personne_portant_des_bijoux_visibles,Réussir avec une personne portant des bijoux visibles,mission,other,2,3,420,one_half,False,auto,False,False,Réussir avec une personne portant des bijoux visibles,bonus,condition,Réussi,Raté,False
reussir_avec_une_personne_en_noir_et_rouge,Réussir avec une personne en noir et rouge,mission,other,2,3,420,one_half,False,auto,False,False,Réussir avec une personne en noir et rouge,bonus,condition,Réussi,Raté,False
reussir_devant_deux_personnes_qui_se_parlent_peu,Réussir devant deux personnes qui se parlent peu,mission,other,3,5,600,one_half,False,auto,False,False,Réussir devant deux personnes qui se parlent peu,bonus,condition,Réussi,Raté,False
reussir_dans_un_groupe_de_trois_minimum,Réussir dans un groupe de trois minimum,mission,other,2,3,420,one_half,False,auto,False,False,Réussir dans un groupe de trois minimum,bonus,condition,Réussi,Raté,False
reussir_devant_une_personne_qui_connait_manon_depuis_longtemps,Réussir devant une personne qui connaît Manon depuis longtemps,mission,other,2,3,420,one_half,False,auto,True,True,Réussir devant une personne qui connaît Manon depuis longtemps,bonus,condition,Réussi,Raté,True
interdit_oui,Interdit : oui,constraint,verbal,2,2,600,one_half,False,auto,True,True,Interdit : oui,verbal,interdit,Tenue,Cassée,True
interdit_non,Interdit : non,constraint,verbal,2,2,600,one_half,False,auto,True,True,Interdit : non,verbal,interdit,Tenue,Cassée,True
interdit_tu,Interdit : tu,constraint,verbal,3,3,600,one_half,False,auto,True,True,Interdit : tu,verbal,interdit,Tenue,Cassée,True
interdit_je,Interdit : je,constraint,verbal,3,3,600,one_half,False,auto,True,True,Interdit : je,verbal,interdit,Tenue,Cassée,True
interdit_mais,Interdit : mais,constraint,verbal,2,2,600,one_half,False,auto,True,True,Interdit : mais,verbal,interdit,Tenue,Cassée,True
interdit_jeu,Interdit : jeu,constraint,verbal,1,1,300,one_third,False,auto,True,True,Interdit : jeu,verbal,interdit,Tenue,Cassée,True
interdit_suspect,Interdit : suspect,constraint,verbal,1,1,300,one_third,False,auto,True,True,Interdit : suspect,verbal,interdit,Tenue,Cassée,True
interdit_photo,Interdit : photo,constraint,verbal,1,1,300,one_third,False,auto,True,True,Interdit : photo,verbal,interdit,Tenue,Cassée,True
interdit_manon,Interdit : Manon,constraint,verbal,2,2,600,one_half,False,auto,True,True,Interdit : Manon,verbal,interdit,Tenue,Cassée,True
interdit_poser_une_question,Interdit : poser une question,constraint,verbal,3,3,600,one_half,False,auto,True,True,Interdit : poser une question,verbal,interdit,Tenue,Cassée,True
interdit_negation,Interdit : négation,constraint,verbal,3,3,600,one_half,False,auto,True,True,Interdit : négation,verbal,interdit,Tenue,Cassée,True
interdit_prenom,Interdit : prénom,constraint,verbal,3,3,600,one_half,False,auto,True,True,Interdit : prénom,verbal,interdit,Tenue,Cassée,True
interdit_parler_de_soi,Interdit : parler de soi,constraint,verbal,2,2,600,one_half,False,auto,True,True,Interdit : parler de soi,verbal,interdit,Tenue,Cassée,True
interdit_parler_au_passe,Interdit : parler au passé,constraint,verbal,2,2,600,one_half,False,auto,True,True,Interdit : parler au passé,verbal,interdit,Tenue,Cassée,True
interdit_parler_au_futur,Interdit : parler au futur,constraint,verbal,2,2,600,one_half,False,auto,True,True,Interdit : parler au futur,verbal,interdit,Tenue,Cassée,True
interdit_phrase_de_plus_de_8_mots,Interdit : phrase de plus de 8 mots,constraint,verbal,3,3,600,one_half,False,auto,True,True,Interdit : phrase de plus de 8 mots,verbal,interdit,Tenue,Cassée,True
reponse_attendre_2_secondes,Réponse : attendre 2 secondes,constraint,verbal,2,2,600,one_half,False,auto,True,True,Réponse : attendre 2 secondes,verbal,réponse,Tenue,Cassée,True
reponse_reformuler_dabord,Réponse : reformuler d’abord,constraint,verbal,2,2,600,one_half,False,auto,True,True,Réponse : reformuler d’abord,verbal,réponse,Tenue,Cassée,True
reponse_contourner_la_question,Réponse : contourner la question,constraint,verbal,3,3,900,one_half,False,auto,True,True,Réponse : contourner la question,verbal,réponse,Tenue,Cassée,True
reponse_vouvoyer,Réponse : vouvoyer,constraint,verbal,2,2,600,one_half,False,auto,True,True,Réponse : vouvoyer,verbal,réponse,Tenue,Cassée,True
reponse_donner_un_exemple,Réponse : donner un exemple,constraint,verbal,2,2,600,one_half,False,auto,True,True,Réponse : donner un exemple,verbal,réponse,Tenue,Cassée,True
reponse_ajouter_une_question,Réponse : ajouter une question,constraint,verbal,3,3,900,one_half,False,auto,True,True,Réponse : ajouter une question,verbal,réponse,Tenue,Cassée,True
reponse_ne_pas_reprendre_le_meme_ton,Réponse : ne pas reprendre le même ton,constraint,verbal,2,2,600,one_half,False,auto,True,True,Réponse : ne pas reprendre le même ton,verbal,réponse,Tenue,Cassée,True
reponse_parler_moins_fort,Réponse : parler moins fort,constraint,verbal,2,2,600,one_half,False,auto,True,True,Réponse : parler moins fort,verbal,réponse,Tenue,Cassée,True
reponse_pas_de_second_degre,Réponse : pas de second degré,constraint,verbal,1,1,300,one_third,False,auto,True,True,Réponse : pas de second degré,verbal,réponse,Tenue,Cassée,True
interaction_ne_pas_parler_en_premier_dans_un_groupe,Interaction : ne pas parler en premier dans un groupe,constraint,social_rule,2,2,600,one_half,False,auto,True,True,Interaction : ne pas parler en premier dans un groupe,social,interaction,Tenue,Cassée,True
interaction_ne_pas_initier_deux_fois_de_suite,Interaction : ne pas initier deux fois de suite,constraint,social_rule,2,2,600,one_half,False,auto,True,True,Interaction : ne pas initier deux fois de suite,social,interaction,Tenue,Cassée,True
interaction_ne_jamais_se_justifier,Interaction : ne jamais se justifier,constraint,social_rule,2,2,600,one_half,False,auto,True,True,Interaction : ne jamais se justifier,social,interaction,Tenue,Cassée,True
interaction_ne_jamais_dire_etre_daccord,Interaction : ne jamais dire être d’accord,constraint,social_rule,2,2,600,one_half,False,auto,True,True,Interaction : ne jamais dire être d’accord,social,interaction,Tenue,Cassée,True
interaction_ne_pas_parler_a_quelquun_qui_boit,Interaction : ne pas parler à quelqu’un qui boit,constraint,social_rule,2,2,600,one_half,False,auto,True,True,Interaction : ne pas parler à quelqu’un qui boit,social,interaction,Tenue,Cassée,True
interaction_faire_preciser_deux_fois,Interaction : faire préciser deux fois,constraint,social_rule,3,3,900,one_half,False,auto,True,True,Interaction : faire préciser deux fois,social,interaction,Tenue,Cassée,True
cible_ne_pas_sadresser_au_meme_sexe,Cible : ne pas s’adresser au même sexe,constraint,social_rule,2,2,600,one_half,False,auto,True,True,Cible : ne pas s’adresser au même sexe,social,ciblage,Tenue,Cassée,True
cible_ne_pas_sadresser_a_quelquun_debout,Cible : ne pas s’adresser à quelqu’un debout,constraint,social_rule,2,2,600,one_half,False,auto,True,True,Cible : ne pas s’adresser à quelqu’un debout,social,ciblage,Tenue,Cassée,True
posture_bras_decroises,Posture : bras décroisés,constraint,behavioral,1,1,300,one_third,False,auto,True,True,Posture : bras décroisés,comportement,posture,Tenue,Cassée,True
posture_ne_pas_toucher_les_autres,Posture : ne pas toucher les autres,constraint,behavioral,1,1,300,one_third,False,auto,True,True,Posture : ne pas toucher les autres,comportement,posture,Tenue,Cassée,True
posture_mains_visibles,Posture : mains visibles,constraint,behavioral,2,2,600,one_half,False,auto,True,True,Posture : mains visibles,comportement,posture,Tenue,Cassée,True
posture_cheveux_sans_contact,Posture : cheveux sans contact,constraint,behavioral,1,1,300,one_third,False,auto,True,True,Posture : cheveux sans contact,comportement,posture,Tenue,Cassée,True
placement_garder_une_chaise_vide_a_cote,Placement : garder une chaise vide à côté,constraint,positioning,3,3,900,one_half,False,auto,True,True,Placement : garder une chaise vide à côté,placement,espace,Tenue,Cassée,True
verre_main_gauche,Verre : main gauche,constraint,behavioral,2,2,600,one_half,False,auto,True,True,Verre : main gauche,comportement,verre,Tenue,Cassée,True
verre_ne_pas_tenir_le_verre_en_parlant,Verre : ne pas tenir le verre en parlant,constraint,behavioral,2,2,600,one_half,False,auto,True,True,Verre : ne pas tenir le verre en parlant,comportement,verre,Tenue,Cassée,True
verre_deux_mains_en_ecoutant,Verre : deux mains en écoutant,constraint,behavioral,3,3,900,one_half,False,auto,True,True,Verre : deux mains en écoutant,comportement,verre,Tenue,Cassée,True
verre_ne_pas_boire_deux_fois_devant_la_meme_personne,Verre : ne pas boire deux fois devant la même personne,constraint,behavioral,2,2,600,one_half,False,auto,True,True,Verre : ne pas boire deux fois devant la même personne,comportement,verre,Tenue,Cassée,True
regard_eviter_les_yeux,Regard : éviter les yeux,constraint,behavioral,3,3,900,one_half,False,auto,True,True,Regard : éviter les yeux,comportement,regard,Tenue,Cassée,True
expression_ne_pas_montrer_dhesitation,Expression : ne pas montrer d’hésitation,constraint,behavioral,2,2,600,one_half,False,auto,True,True,Expression : ne pas montrer d’hésitation,comportement,expression,Tenue,Cassée,True
expression_ne_pas_rire,Expression : ne pas rire,constraint,behavioral,2,2,600,one_half,False,auto,True,True,Expression : ne pas rire,comportement,expression,Tenue,Cassée,True
expression_sourire_leger,Expression : sourire léger,constraint,behavioral,2,2,600,one_half,False,auto,True,True,Expression : sourire léger,comportement,expression,Tenue,Cassée,True
placement_face_au_beer_pong,Placement : face au beer pong,constraint,positioning,2,2,600,one_half,False,auto,True,True,Placement : face au beer pong,placement,espace,Tenue,Cassée,True
declencheur_contourner_si_on_te_questionne,Déclencheur : contourner si on te questionne,constraint,social_rule,2,2,600,one_half,False,auto,True,True,Déclencheur : contourner si on te questionne,social,déclencheur,Tenue,Cassée,True
declencheur_pas_de_prenom_pendant_1_minute_apres_un_prenom_entendu,Déclencheur : pas de prénom pendant 1 minute après un prénom entendu,constraint,social_rule,3,3,900,one_half,False,auto,True,True,Déclencheur : pas de prénom pendant 1 minute après un prénom entendu,social,déclencheur,Tenue,Cassée,True
interdit_du_coup,Interdit : du coup,constraint,verbal,2,2,600,one_half,False,auto,True,True,Interdit : du coup,verbal,interdit,Tenue,Cassée,True
interaction_ne_jamais_quitter_un_groupe_sans_une_derniere_phrase,Interaction : ne jamais quitter un groupe sans une dernière phrase,constraint,social_rule,2,2,600,one_half,False,auto,True,True,Interaction : ne jamais quitter un groupe sans une dernière phrase,social,interaction,Tenue,Cassée,True
interaction_ne_jamais_rester_silencieux_plus_de_20_secondes_dans_un_groupe,Interaction : ne jamais rester silencieux plus de 20 secondes dans un groupe,constraint,social_rule,2,2,600,one_half,False,auto,True,True,Interaction : ne jamais rester silencieux plus de 20 secondes dans un groupe,social,interaction,Tenue,Cassée,True
interaction_ne_jamais_parler_deux_fois_de_suite_a_la_meme_personne,Interaction : ne jamais parler deux fois de suite à la même personne,constraint,social_rule,3,3,900,one_half,False,auto,True,True,Interaction : ne jamais parler deux fois de suite à la même personne,social,interaction,Tenue,Cassée,True
interaction_toujours_inclure_une_troisieme_personne_apres_1_minute_a_deux,Interaction : toujours inclure une troisième personne après 1 minute à deux,constraint,social_rule,3,3,900,one_half,False,auto,True,True,Interaction : toujours inclure une troisième personne après 1 minute à deux,social,interaction,Tenue,Cassée,True
interaction_ne_jamais_refuser_directement_une_proposition,Interaction : ne jamais refuser directement une proposition,constraint,social_rule,2,2,600,one_half,False,auto,True,True,Interaction : ne jamais refuser directement une proposition,social,interaction,Tenue,Cassée,True
interaction_toujours_rebondir_sur_un_detail_de_ce_que_dit_lautre,Interaction : toujours rebondir sur un détail de ce que dit l’autre,constraint,social_rule,2,2,600,one_half,False,auto,True,True,Interaction : toujours rebondir sur un détail de ce que dit l’autre,social,interaction,Tenue,Cassée,True
interaction_ne_jamais_couper_la_parole,Interaction : ne jamais couper la parole,constraint,social_rule,1,1,300,one_third,False,auto,True,True,Interaction : ne jamais couper la parole,social,interaction,Tenue,Cassée,True
interaction_ne_jamais_etre_celui_qui_clot_une_conversation,Interaction : ne jamais être celui qui clôt une conversation,constraint,social_rule,3,3,900,one_half,False,auto,True,True,Interaction : ne jamais être celui qui clôt une conversation,social,interaction,Tenue,Cassée,True
cible_ne_pas_parler_deux_fois_de_suite_a_la_meme_personne_assise,Cible : ne pas parler deux fois de suite à la même personne assise,constraint,social_rule,2,2,600,one_half,False,auto,True,True,Cible : ne pas parler deux fois de suite à la même personne assise,social,ciblage,Tenue,Cassée,True
cible_ne_pas_rester_plus_de_3_minutes_avec_le_meme_binome,Cible : ne pas rester plus de 3 minutes avec le même binôme,constraint,social_rule,2,2,600,one_half,False,auto,True,True,Cible : ne pas rester plus de 3 minutes avec le même binôme,social,ciblage,Tenue,Cassée,True
posture_garder_le_menton_legerement_releve,Posture : garder le menton légèrement relevé,constraint,behavioral,2,2,600,one_half,False,auto,True,True,Posture : garder le menton légèrement relevé,comportement,posture,Tenue,Cassée,True
posture_ne_jamais_tadosser,Posture : ne jamais t’adosser,constraint,behavioral,2,2,600,one_half,False,auto,True,True,Posture : ne jamais t’adosser,comportement,posture,Tenue,Cassée,True
